system:index,mangrove_1996_area,mangrove_2020_area,mangrove_gain,mangrove_loss,reef_1996_area,reef_2020_area,reef_gain,reef_loss,seagrass_1996_area,seagrass_2020_area,seagrass_gain,seagrass_loss,1996_0.0,1996_0.5,1996_1.0,1996_1.5,2020_0.0,2020_0.5,2020_1.0,2020_1.5,total_loss,total_gain,per_loss,per_gain,percent_loss,percent_gain,seascape_size
"-1,962,352",0,0,0,0,0,0,0,0,4.782455835,0,0,4.782455835,S,S,S,S,N,N,N,N,4.782455835,0,100,0,19.12982334,0,25
"-1,961,352",0,0,0,0,0,0,0,0,4.782455835,0,0,4.782233029,S,S,S,S,N,N,N,N,4.782233029,0,99.99534118,0,19.12893212,0,25
"-1,960,352",0,0,0,0,0,0,0,0,4.757204233,0.001721671,0,4.755482562,S,S,S,S,S,N,N,N,4.755482562,0,99.96380918,0,19.02193025,0,25
"-1,959,352",0,0,0,0,0,0,0,0,2.507633082,0.032711987,0.012051806,2.486972901,S,S,S,S,S,N,N,N,2.486972901,0.012051806,99.17610829,0.480604842,9.947891603,0.048207224,25
"-1,958,352",0.057389026,0.047632898,0.002008609,0.011764737,0,0,0,0,1.340049413,1.393135038,0.152359707,0.099280834,MS,S,S,S,MS,S,S,S,0.111045571,0.154368316,7.946365858,11.04651995,0.444182285,0.617473263,25
"-1,957,352",0.199138867,0.192252192,0.003156373,0.010043048,0,0,0,0,0.001147801,0.003156456,0.002582555,0.0005739,MS,M,N,N,MS,M,N,N,0.010616949,0.005738928,5.300876542,2.865356969,0.042467794,0.022955711,25
"-1,956,352",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,955,352",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,954,352",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,953,352",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,952,352",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,951,352",1.872238805,1.785013867,0.003443471,0.09066841,0,0,0,0,0.297850226,0.026399327,0.008034592,0.279485491,MS,MS,MS,M,MS,M,M,M,0.370153901,0.011478064,17.05708364,0.528921341,1.480615604,0.045912255,25
"-1,950,352",0,0,0,0,0,0,0,0,2.042216105,0.000860857,0.000860857,2.042216105,S,S,S,S,S,N,N,N,2.042216105,0.000860857,100,0.042153081,8.16886442,0.003443429,25
"-1,949,352",0,0,0,0,0,0,0,0,2.340075975,0.03558179,0.018364686,2.322730588,S,S,S,S,S,N,N,N,2.322730588,0.018364686,99.25876821,0.78479016,9.290922352,0.073458744,25
"-1,948,352",0,0,0,0,0,0,0,0,1.065734345,0.003443411,0.003443411,1.065734345,S,S,S,S,S,N,N,N,1.065734345,0.003443411,100,0.323102189,4.262937379,0.013773644,25
"-1,947,352",0,0,0,0,0,0,0,0,0.507902399,0,0,0.507902399,S,S,S,S,N,N,N,N,0.507902399,0,100,0,2.031609597,0,25
"-1,946,352",0,0,0,0,0,0,0,0,0.821247185,0.239027537,0.148327977,0.73056788,S,S,S,S,S,S,N,N,0.73056788,0.148327977,88.95834206,18.06130721,2.92227152,0.593311909,25
"-1,945,352",0,0,0,0,0,0,0,0,0.069442505,0.191683303,0.154092586,0.031851788,S,N,N,N,S,S,N,N,0.031851788,0.154092586,45.86785572,221.899521,0.127407152,0.616370346,25
"-1,944,352",0,0,0,0,0,0,0,0,0,0.466865885,0.466865885,0,N,N,N,N,S,S,S,S,0,0.466865885,#DIV/0!,#DIV/0!,0,1.86746354,25
"-1,943,352",0,0,0,0,0,0,0,0,0.061407725,0.002582594,0.002582594,0.061407725,S,N,N,N,S,N,N,N,0.061407725,0.002582594,100,4.205650022,0.245630899,0.010330376,25
"-1,982,353",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,353",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,353",0,0,0,0,0,0,0,0,2.42165298,0.601630177,0.117913279,1.937936082,S,S,S,S,S,S,S,S,1.937936082,0.117913279,80.02534211,4.869123693,7.751744329,0.471653117,25
"-1,979,353",0,0,0,0,0,0,0,0,5.955406561,7.804609161,5.330122328,3.480919729,S,S,S,S,S,S,S,S,3.480919729,5.330122328,58.44974131,89.50056177,13.92367891,21.32048931,25
"-1,978,353",0,0,0,0,0,0,0,0,7.767732619,10.98889388,5.492489539,2.271328282,S,S,S,S,S,S,S,S,2.271328282,5.492489539,29.24055697,70.70904482,9.085313126,21.96995815,25
"-1,977,353",0,0,0,0,0,0,0,0,8.14955521,4.742465234,3.478665042,6.885755018,S,S,S,S,S,S,S,S,6.885755018,3.478665042,84.49240284,42.68533622,27.54302007,13.91466017,25
"-1,976,353",0,0,0,0,0,0,0,0,10.36499732,1.541089185,0.896653895,9.720562033,S,S,S,S,S,S,S,S,9.720562033,0.896653895,93.78258125,8.650787524,38.88224813,3.586615582,25
"-1,975,353",0,0,0,0,0,0,0,0,20.63767326,0.606545191,0.184198052,20.21532613,S,S,S,S,S,S,S,S,20.21532613,0.184198052,97.95351383,0.892533037,80.8613045,0.736792207,25
"-1,974,353",0,0,0,0,0,0,0,0,18.34522702,2.210506417,0.957366687,17.09208729,S,S,S,S,S,S,S,S,17.09208729,0.957366687,93.16912389,5.218614553,68.36834918,3.829466749,25
"-1,973,353",0,0,0,0,0,0,0,0,7.462901683,5.065282204,3.545242593,5.942862071,S,S,S,S,S,S,S,S,5.942862071,3.545242593,79.63205632,47.50488139,23.77144829,14.18097037,25
"-1,972,353",0.977218426,0.990990867,0.024962385,0.011189945,0,0,0,0,9.133085684,9.006664283,3.234322418,3.360743818,MS,MS,MS,MS,MS,MS,MS,MS,3.371933763,3.259284802,33.35145735,32.23725782,13.48773505,13.03713921,25
"-1,971,353",0.634105933,0.657347331,0.02926689,0.006025493,0,0,0,0,2.094876741,1.958291951,0.513302137,0.649886927,MS,MS,MS,MS,MS,MS,MS,MS,0.65591242,0.542569028,24.03505256,19.88173224,2.623649679,2.17027611,25
"-1,970,353",0,0,0,0,0,0,0,0,0.863622742,0.978676251,0.69491211,0.579858601,S,S,S,S,S,S,S,S,0.579858601,0.69491211,67.14258122,80.4647766,2.319434402,2.77964844,25
"-1,969,353",0,0,0,0,0,0,0,0,0.112472204,0.10042715,0.096983863,0.109028916,S,N,N,N,S,N,N,N,0.109028916,0.096983863,96.93854314,86.22918335,0.436115664,0.387935452,25
"-1,968,353",0,0,0,0,0,0,0,0,2.780789353,0,0,2.780789353,S,S,S,S,N,N,N,N,2.780789353,0,100,0,11.12315741,0,25
"-1,967,353",0,0,0,0,0,0,0,0,2.891110519,0,0,2.891110519,S,S,S,S,N,N,N,N,2.891110519,0,100,0,11.56444208,0,25
"-1,966,353",0,0,0,0,0,0,0,0,3.719215528,0,0,3.719215528,S,S,S,S,N,N,N,N,3.719215528,0,100,0,14.87686211,0,25
"-1,965,353",0,0,0,0,0,0,0,0,7.012172361,0,0,7.012172361,S,S,S,S,N,N,N,N,7.012172361,0,100,0,28.04868945,0,25
"-1,964,353",0,0,0,0,0,0,0,0,16.1547117,0.017215199,0,16.1374965,S,S,S,S,S,N,N,N,16.1374965,0,99.89343542,0,64.54998601,0,25
"-1,963,353",0,0,0,0,0,0,0,0,12.42048229,0,0,12.42048229,S,S,S,S,N,N,N,N,12.42048229,0,100,0,49.68192915,0,25
"-1,962,353",0,0,0,0,0,0,0,0,19.21274418,0,0,19.21274418,S,S,S,S,N,N,N,N,19.21274418,0,100,0,76.85097673,0,25
"-1,961,353",0,0,0,0,0,0,0,0,16.27427788,0,0,16.27427788,S,S,S,S,N,N,N,N,16.27427788,0,100,0,65.09711151,0,25
"-1,960,353",0,0,0,0,0,0,0,0,21.1719118,0,0,21.1719118,S,S,S,S,N,N,N,N,21.1719118,0,100,0,84.68764721,0,25
"-1,959,353",0,0,0,0,0,0,0,0,21.08748216,0.190229926,0.008320681,20.90557292,S,S,S,S,S,S,N,N,20.90557292,0.008320681,99.13735913,0.039457916,83.62229168,0.033282724,25
"-1,958,353",0.012912054,0.012912054,0,0,0,0,0,0,11.91900631,1.263288759,0.315901516,10.97161907,MS,S,S,S,MS,S,S,S,10.97161907,0.315901516,91.95184492,2.647533333,43.88647626,1.263606062,25
"-1,957,353",0.53628401,0.535710137,0.003443267,0.00401714,0,0,0,0,2.316375353,2.510842992,1.863621149,1.66915351,MS,MS,MS,MS,MS,MS,MS,MS,1.67317065,1.867064416,58.6530124,65.44996014,6.692682599,7.468257663,25
"-1,956,353",0.43233424,0.470202856,0.062827474,0.024958859,0,0,0,0,0.543935126,0.236679077,0.154916282,0.462172331,MS,MS,MS,MS,MS,MS,M,M,0.48713119,0.217743756,49.89721146,22.30365549,1.94852476,0.870975024,25
"-1,955,353",0.308690154,0.275124827,0.031844188,0.065409515,0,0,0,0,0.263643054,0.563434286,0.306676368,0.006885135,MS,MS,MS,N,MS,MS,MS,S,0.072294651,0.338520556,12.63156671,59.14746013,0.289178602,1.354082223,25
"-1,954,353",0.996652783,1.040543963,0.107580716,0.063689537,0,0,0,0,0.231226111,0.278274765,0.118482067,0.071433414,MS,MS,M,M,MS,MS,MS,M,0.135122951,0.226062784,11.00458292,18.41083718,0.540491804,0.904251134,25
"-1,953,353",0.756579414,0.690304151,0.00172135,0.067996613,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,0.067996613,0.00172135,8.987372871,0.227517425,0.271986453,0.006885399,25
"-1,952,353",1.437355357,1.394318721,0.012049982,0.055086618,0,0,0,0,0.554257902,0.53704448,0.294341431,0.311554853,MS,MS,MS,MS,MS,MS,MS,MS,0.366641471,0.306391413,18.40927044,15.3840818,1.466565884,1.225565652,25
"-1,951,353",2.277507083,2.277507083,0,0,0,0,0,0,0.908087685,1.42298955,1.319131227,0.804229361,MS,MS,MS,MS,MS,MS,MS,MS,0.804229361,1.319131227,25.24581498,41.40926022,3.216917446,5.276524909,25
"-1,950,353",0,0,0,0,0,0,0,0,1.133672722,1.302773343,1.292444294,1.123343673,S,S,S,S,S,S,S,S,1.123343673,1.292444294,99.08888617,114.0050624,4.49337469,5.169777175,25
"-1,949,353",0,0,0,0,0,0,0,0,0.554638275,0.895974989,0.890810204,0.549473491,S,S,S,S,S,S,S,S,0.549473491,0.890810204,99.06880137,160.6110224,2.197893962,3.563240817,25
"-1,948,353",0,0,0,0,0,0,0,0,0.121373724,0.920086793,0.920086793,0.121373724,S,N,N,N,S,S,S,S,0.121373724,0.920086793,100,758.0609399,0.485494898,3.680347174,25
"-1,947,353",0,0,0,0,0,0,0,0,0.462234436,1.814046561,1.812325197,0.460513072,S,S,S,S,S,S,S,S,0.460513072,1.812325197,99.62759936,392.0792256,1.842052288,7.249300788,25
"-1,946,353",0,0,0,0,0,0,0,0,0.738176033,1.595257423,1.565994073,0.708912682,S,S,S,S,S,S,S,S,0.708912682,1.565994073,96.03572188,212.1437168,2.835650729,6.26397629,25
"-1,945,353",0,0,0,0,0,0,0,0,0.496314598,1.902767941,1.858873622,0.452420279,S,S,S,S,S,S,S,S,0.452420279,1.858873622,91.15594843,374.5353511,1.809681116,7.435494488,25
"-1,944,353",0,0,0,0,0,0,0,0,1.217304004,2.417530799,2.254858394,1.054631599,S,S,S,S,S,S,S,S,1.054631599,2.254858394,86.63666558,185.2337942,4.218526395,9.019433576,25
"-1,943,353",0,0,0,0,0,0,0,0,0.683691562,0.118778626,0.107589432,0.672407855,S,S,S,S,S,N,N,N,0.672407855,0.107589432,98.34959101,15.73654525,2.689631421,0.430357727,25
"-1,982,354",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,354",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,354",0,0,0,0,0,0,0,0,7.930539532,4.988461363,2.309367571,5.25144574,S,S,S,S,S,S,S,S,5.25144574,2.309367571,66.21801353,29.11993013,21.00578296,9.237470285,25
"-1,979,354",0,0,0,0,0,0,0,0,7.991884069,6.35091763,3.956176046,5.597142485,S,S,S,S,S,S,S,S,5.597142485,3.956176046,70.0353313,49.50242035,22.38856994,15.82470418,25
"-1,978,354",0,0,0,0,0,0,0,0,11.09317835,1.392958563,0.473015106,10.17323489,S,S,S,S,S,S,S,S,10.17323489,0.473015106,91.70712459,4.264017859,40.69293956,1.892060424,25
"-1,977,354",0,0,0,0,0,0,0,0,7.044842773,0.367483957,0.273676301,6.951035116,S,S,S,S,S,S,S,N,6.951035116,0.273676301,98.66842086,3.884775144,27.80414046,1.094705203,25
"-1,976,354",0,0,0,0,0,0,0,0,17.32571572,0,0,17.32571572,S,S,S,S,N,N,N,N,17.32571572,0,100,0,69.30286289,0,25
"-1,975,354",0,0,0,0,0,0,0,0,19.81123349,0.03356423,0.012909243,19.79057851,S,S,S,S,S,N,N,N,19.79057851,0.012909243,99.89574107,0.065161228,79.16231402,0.051636971,25
"-1,974,354",0,0,0,0,0,0,0,0,19.0244181,0.460997075,0.095524905,18.65894593,S,S,S,S,S,S,S,S,18.65894593,0.095524905,98.07893115,0.502117355,74.63578371,0.382099622,25
"-1,973,354",0.87771952,0.828668695,0.000860472,0.049911297,0,0,0,0,8.929216456,1.115849281,0.166662262,7.980029438,MS,MS,MS,MS,MS,MS,MS,MS,8.029940736,0.167522734,81.88021983,1.708206665,32.11976294,0.670090937,25
"-1,972,354",0.024097031,0.023236402,0,0.000860629,0,0,0,0,1.278270655,0.834769498,0.19132846,0.634829617,MS,S,S,S,MS,S,S,S,0.635690247,0.19132846,48.81035163,14.69081751,2.542760986,0.765313839,25
"-1,971,354",0,0,0,0,0,0,0,0,0.456091157,0.35972162,0.296900389,0.393269927,S,S,S,S,S,S,S,N,0.393269927,0.296900389,86.22616794,65.09672122,1.573079706,1.187601557,25
"-1,970,354",0,0,0,0,0,0,0,0,0.000860546,0,0,0.000860546,S,N,N,N,N,N,N,N,0.000860546,0,100,0,0.003442184,0,25
"-1,969,354",0,0,0,0,0,0,0,0,0.012907754,0,0,0.012907754,S,N,N,N,N,N,N,N,0.012907754,0,100,0,0.051631017,0,25
"-1,968,354",0,0,0,0,0,0,0,0,0.028396992,0,0,0.028396992,S,N,N,N,N,N,N,N,0.028396992,0,100,0,0.113587967,0,25
"-1,967,354",0,0,0,0,0,0,0,0,1.955541756,0,0,1.955541756,S,S,S,S,N,N,N,N,1.955541756,0,100,0,7.822167025,0,25
"-1,966,354",0,0,0,0,0,0,0,0,2.646291107,0,0,2.646291107,S,S,S,S,N,N,N,N,2.646291107,0,100,0,10.58516443,0,25
"-1,965,354",0,0,0,0,0,0,0,0,0.275963003,0,0,0.275963003,S,S,S,N,N,N,N,N,0.275963003,0,100,0,1.103852013,0,25
"-1,964,354",0,0,0,0,0,0,0,0,0.786302602,0,0,0.786302602,S,S,S,S,N,N,N,N,0.786302602,0,100,0,3.145210409,0,25
"-1,963,354",0,0,0,0,0,0,0,0,1.59780093,0,0,1.59780093,S,S,S,S,N,N,N,N,1.59780093,0,100,0,6.391203719,0,25
"-1,962,354",0,0,0,0,0,0,0,0,1.652945325,0,0,1.652945325,S,S,S,S,N,N,N,N,1.652945325,0,100,0,6.611781298,0,25
"-1,961,354",0,0,0,0,0,0,0,0,1.105878329,0,0,1.105878329,S,S,S,S,N,N,N,N,1.105878329,0,100,0,4.423513318,0,25
"-1,960,354",0,0,0,0,0,0,0,0,5.478489058,0,0,5.478489058,S,S,S,S,N,N,N,N,5.478489058,0,100,0,21.91395623,0,25
"-1,959,354",0,0,0,0,0,0,0,0,5.961496952,0,0,5.961496952,S,S,S,S,N,N,N,N,5.961496952,0,100,0,23.84598781,0,25
"-1,958,354",0,0,0,0,0,0,0,0,0.930002611,0.183013491,0.183013491,0.930002611,S,S,S,S,S,S,N,N,0.930002611,0.183013491,100,19.67881475,3.720010444,0.732053965,25
"-1,957,354",0,0,0,0,0,0,0,0,0.189049694,1.841934548,1.776527136,0.123642283,S,S,N,N,S,S,S,S,0.123642283,1.776527136,65.40200113,939.7143674,0.494569131,7.106108544,25
"-1,956,354",0.006885078,0.040449803,0.033564725,0,0,0,0,0,1.240670532,6.058539466,5.721182842,0.903313909,MS,S,S,S,MS,S,S,S,0.903313909,5.754747567,72.4067049,461.2818475,3.613255635,23.01899027,25
"-1,955,354",0,0,0,0,0,0,0,0,2.608470557,2.082341138,1.198487738,1.724617157,S,S,S,S,S,S,S,S,1.724617157,1.198487738,66.11602927,45.94599447,6.898468628,4.793950952,25
"-1,954,354",0.567987342,0.818426651,0.315843242,0.065403932,0,0,0,0,1.851063676,1.020080919,0.84538919,1.676371947,MS,MS,MS,MS,MS,MS,MS,MS,1.741775879,1.161232431,72.00244501,48.00363541,6.967103516,4.644929726,25
"-1,953,354",0.018071854,0.002581699,0,0.015490155,0,0,0,0,2.955730109,1.410497977,0.53269203,2.077924162,MS,S,S,S,MS,S,S,S,2.093414317,0.53269203,70.39521606,17.91282798,8.373657267,2.130768119,25
"-1,952,354",0.577765742,0.570020209,0.005163702,0.012909235,0,0,0,0,1.540105665,0.927982559,0.741519348,1.353642455,MS,MS,MS,MS,MS,MS,MS,MS,1.366551689,0.74668305,64.52477164,35.25629779,5.466206757,2.9867322,25
"-1,951,354",0.203678923,0.201957717,0,0.001721206,0,0,0,0,0.736024761,1.653999067,1.560198652,0.642224346,MS,MS,S,S,MS,MS,S,S,0.643945552,1.560198652,68.52644753,166.0309179,2.575782207,6.240794609,25
"-1,950,354",0,0,0,0,0,0,0,0,0.185958948,4.489448302,4.465354805,0.161865451,S,S,N,N,S,S,S,S,0.161865451,4.465354805,87.0436474,2401.258371,0.647461804,17.86141922,25
"-1,949,354",0,0,0,0,0,0,0,0,1.498635175,2.61524343,2.455184939,1.338576684,S,S,S,S,S,S,S,S,1.338576684,2.455184939,89.31971612,163.8280604,5.354306737,9.820739757,25
"-1,948,354",0,0,0,0,0,0,0,0,0.927056161,0.185888359,0.17986487,0.921032672,S,S,S,S,S,S,N,N,0.921032672,0.17986487,99.3502563,19.40172317,3.684130688,0.719459482,25
"-1,947,354",0,0,0,0,0,0,0,0,0.567403294,1.127382002,1.087794953,0.527816244,S,S,S,S,S,S,S,S,0.527816244,1.087794953,93.02311946,191.7145996,2.111264978,4.35117981,25
"-1,946,354",0,0,0,0,0,0,0,0,0.273961755,1.112431485,1.09607993,0.2576102,S,S,S,N,S,S,S,S,0.2576102,1.09607993,94.0314461,400.0850155,1.030440799,4.384319719,25
"-1,945,354",0,0,0,0,0,0,0,0,0.728931739,0.168965656,0.144868184,0.704834268,S,S,S,S,S,S,N,N,0.704834268,0.144868184,96.69413887,19.87403981,2.81933707,0.579472735,25
"-1,944,354",0,0,0,0,0,0,0,0,0.492543973,0.002581729,0.002581729,0.492543973,S,S,S,S,S,N,N,N,0.492543973,0.002581729,100,0.524162134,1.970175894,0.010326917,25
"-1,943,354",0,0,0,0,0,0,0,0,0.487656315,0.090351068,0.07658317,0.473851293,S,S,S,S,S,N,N,N,0.473851293,0.07658317,97.16910833,15.70433267,1.895405171,0.306332679,25
"-1,982,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,355",0,0,0,0,0,0,0,0,6.97162993,7.130761921,5.415189105,5.256057114,S,S,S,S,S,S,S,S,5.256057114,5.415189105,75.3920843,77.67464939,21.02422846,21.66075642,25
"-1,979,355",0,0,0,0,0,0,0,0,16.59871191,3.195360715,1.324719626,14.72807083,S,S,S,S,S,S,S,S,14.72807083,1.324719626,88.73020334,7.980857992,58.91228331,5.298878505,25
"-1,978,355",0,0,0,0,0,0,0,0,7.096141284,2.210786286,1.44222402,6.327579019,S,S,S,S,S,S,S,S,6.327579019,1.44222402,89.16929308,20.32406011,25.31031607,5.768896082,25
"-1,977,355",0,0,0,0,0,0,0,0,9.173020326,0.008315976,0.00659545,9.171299801,S,S,S,S,S,N,N,N,9.171299801,0.00659545,99.98124364,0.071900527,36.6851992,0.026381802,25
"-1,976,355",0,0,0,0,0,0,0,0,17.51431791,0,0,17.51431791,S,S,S,S,N,N,N,N,17.51431791,0,100,0,70.05727163,0,25
"-1,975,355",0,0,0,0,0,0,0,0,21.82256865,0,0,21.82256865,S,S,S,S,N,N,N,N,21.82256865,0,100,0,87.2902746,0,25
"-1,974,355",0.094640427,0.102383684,0.008603621,0.000860363,0,0,0,0,22.54458328,0.177530728,0.054205659,22.42125821,MS,S,S,S,MS,S,N,N,22.42211857,0.06280928,99.04102217,0.277435661,89.68847429,0.251237119,25
"-1,973,355",0.034417046,0.034417046,0,0,0,0,0,0,12.43761481,0.097794804,0.009750971,12.34957098,MS,S,S,S,MS,N,N,N,12.34957098,0.009750971,99.01811607,0.078182698,49.39828391,0.039003883,25
"-1,972,355",0,0,0,0,0,0,0,0,14.4751718,0.263851247,0.049616917,14.26093747,S,S,S,S,S,S,S,N,14.26093747,0.049616917,98.51998765,0.34277256,57.04374989,0.19846767,25
"-1,971,355",0,0,0,0,0,0,0,0,1.388659413,0,0,1.388659413,S,S,S,S,N,N,N,N,1.388659413,0,100,0,5.554637651,0,25
"-1,970,355",0,0,0,0,0,0,0,0,0.119293323,0,0,0.119293323,S,N,N,N,N,N,N,N,0.119293323,0,100,0,0.477173292,0,25
"-1,969,355",0,0,0,0,0,0,0,0,0.801830234,0,0,0.801830234,S,S,S,S,N,N,N,N,0.801830234,0,100,0,3.207320935,0,25
"-1,968,355",0,0,0,0,0,0,0,0,0.015485634,0,0,0.015485634,S,N,N,N,N,N,N,N,0.015485634,0,100,0,0.061942536,0,25
"-1,967,355",0,0,0,0,0,0,0,0,0.133935777,0,0,0.133935777,S,S,N,N,N,N,N,N,0.133935777,0,100,0,0.53574311,0,25
"-1,966,355",0,0,0,0,0,0,0,0,0.608551249,0,0,0.608551249,S,S,S,S,N,N,N,N,0.608551249,0,100,0,2.434204995,0,25
"-1,965,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,964,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,963,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,962,355",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,961,355",0,0,0,0,0,0,0,0,0.00602296,0,0,0.00602296,S,N,N,N,N,N,N,N,0.00602296,0,100,0,0.024091839,0,25
"-1,960,355",0,0,0,0,0,0,0,0,1.303743179,0,0,1.303743179,S,S,S,S,N,N,N,N,1.303743179,0,100,0,5.214972715,0,25
"-1,959,355",0,0,0,0,0,0,0,0,2.325001006,0,0,2.325001006,S,S,S,S,N,N,N,N,2.325001006,0,100,0,9.300004024,0,25
